Domain,Vertical,AF Lev.1,AF Lev.2,Rephrased Function Name,Function ID,UID
Enterprise Domain,Billing,Human Resource Expense Management,Travel Expense Management,Expense Reports Approval Routing,832,3156
Enterprise Domain,Billing,Human Resource Expense Management,Travel Expense Management,Employee Expense Reimbursement to Accounts Payable Integration,833,3157
Enterprise Domain,Billing,Accounting Management,Lease Management,Capital Lease Contract Tracking,834,3158
Enterprise Domain,Billing,Accounting Management,Lease Management,Capital Lease Complex Transaction Management,835,3159
Enterprise Domain,Billing,Accounting Management,Lease Management,Capital Lease Reporting,836,3160
Enterprise Domain,Billing,Accounting Management,General Ledger,General Ledger Reporting,837,3161
Enterprise Domain,Billing,Accounting Management,General Ledger,Accounts Payable Reporting,838,3162
Enterprise Domain,Billing,Accounting Management,General Ledger,Financial Data Reporting,839,3163
Enterprise Domain,Billing,Accounting Management,General Ledger,Affiliate Billing Reporting,840,3164
Enterprise Domain,Billing,Accounting Management,General Ledger,Cost Allocations Reporting,841,3165
Enterprise Domain,Billing,Accounting Management,General Ledger,Revenue Eliminations Reporting,842,3166
Enterprise Domain,Billing,Accounting Management,General Ledger,Business Unit Profitability Reporting,843,3167
Enterprise Domain,Billing,Accounting Management,General Ledger,Business Unit Financial Reporting,844,3168
Enterprise Domain,Operations Readiness & Support,Financial Management,Budget Management,Budget to Actual Variance Reporting,845,3169
Enterprise Domain,Billing,Accounting Management,Tax Management,Sales & Use Tax Calculation,847,3171
Enterprise Domain,Billing,Accounting Management,Tax Management,Income Tax Calculation,848,3172
Enterprise Domain,Billing,Accounting Management,Tax Management,Property Tax Calculation,850,3173
Enterprise Domain,Billing,Accounting Management,Tax Management,Gross Receipt Tax Calculation,851,3174
Enterprise Domain,Billing,Accounting Management,Tax Management,Corporate Tax 1099 Processing,852,3175
Enterprise Domain,Billing,Accounting Management,Tax Management,Network Asset Leasing Calculation,853,3176
Enterprise Domain,Billing,Accounting Management,Tax Management,Corporate Tax to Accounts Payable Integration,854,3177
Enterprise Domain,Billing,Bank Management,Treasury Management,Corporate Treasury Bank Accounts Tracking,855,3178
Enterprise Domain,Billing,Bank Management,Treasury Management,Foreign Exchange Rates Management,856,3179
Enterprise Domain,Billing,Bank Management,Treasury Management,Cash Position Management,857,3180
Enterprise Domain,Billing,Bank Management,Treasury Management,Intercompany Cash Settlement,858,3181
Enterprise Domain,Billing,Bank Management,Treasury Management,Bank Statement Reconciliation,859,3182
Enterprise Domain,Billing,Bank Management,Treasury Management,Replacement Check Approving,860,3183
Enterprise Domain,Billing,Bank Management,Treasury Management,Unclaimed Checks Escheatment,861,3184
Enterprise Domain,Billing,Bank Management,Treasury Management,Unclaimed Payable Funds Recovery,862,3185
Enterprise Domain,Billing,Bank Management,Treasury Management,Reconciliation & Escheatment to Accounts Payable Integration,863,3186
Enterprise Domain,Billing,Accounting Management,General Ledger,Investment Accounts Reconciliation,864,3187
Enterprise Domain,Billing,Accounting Management,General Ledger,Accounts Payable Reconciliation,865,3188
Enterprise Domain,Billing,Accounting Management,General Ledger,Accounts Receivable Reconciliation,866,3189
Enterprise Domain,Billing,Accounting Management,General Ledger,Payroll Function Reconciliation,867,3190
Enterprise Domain,Billing,Accounting Management,General Ledger,Fixed Assets Reconciliation,868,3191
Enterprise Domain,Billing,Accounting Management,General Ledger,Balance Sheet and Income Statement Accounts Reconciliation,869,3192
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Risk Management,Enterprise Audit Management,Audit Findings Documentation,870,3193
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Risk Management,Enterprise Audit Management,SOX Compliance Auditing,871,3194
Enterprise Domain,Billing,Accounting Management,Regulatory Accounting,Cost Allocations Regulatory Accounting,872,3195
Enterprise Domain,Billing,Accounting Management,Regulatory Accounting,Affiliate Billing Regulatory Accounting,873,3196
Enterprise Domain,Billing,Accounting Management,Regulatory Accounting,International Settlements Regulatory Accounting,874,3197
Enterprise Domain,Billing,Asset Management,Corporate Real Estate (Buildings),Real Estate Property Management,875,3198
Enterprise Domain,Billing,Asset Management,Corporate Real Estate (Buildings),Building Portfolios Management,876,3199
Enterprise Domain,Billing,Asset Management,Corporate Real Estate (Buildings),Property Lease Management,877,3200
Enterprise Domain,Billing,Asset Management,Corporate Real Estate (Buildings),Real Estate Facility Management,878,3201
Enterprise Domain,Billing,Asset Management,Corporate Real Estate (Buildings),Property Floor Plan Management,879,3202
Enterprise Domain,Billing,Asset Management,Corporate Real Estate (Buildings),Property Utilization Management,880,3203
Enterprise Domain,Billing,Asset Management,Corporate Real Estate (Buildings),Space/Cost of Fixed Assets Planning,881,3204
Enterprise Domain,Billing,Asset Management,Corporate Real Estate (Buildings),Real Estate Asset Capital Budgeting,882,3205
Enterprise Domain,Billing,Asset Management,Corporate Real Estate (Buildings),Real Estate Market and Location Analyzing,883,3206
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Human Resource Social Management,Safety and Working Environment Management,Real Estate HSE Regulation and Auditing Support,884,3207
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Human Resource Social Management,Safety and Working Environment Management,Real Estate HSE Policies/Objectives Planning,885,3208
Enterprise Domain,Billing,Asset Management,Corporate Real Estate (Buildings),Real Estate Construction Management,886,3209
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Risk Management,Damage Risk Management,Damage Claim Filing,887,3210
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Risk Management,Damage Risk Management,Damage Claim Administration,888,3211
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Risk Management,Damage Risk Management,Damage Claim Consequences Analyzing,889,3212
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Risk Management,Damage Risk Management,Damage Claim to Accounting Integration,890,3213
Enterprise Domain,Billing,Asset Management,Vehicle Fleet Management (Transport),Fleet Lifecycle and Maintenance Planning,891,3214
Enterprise Domain,Billing,Asset Management,Vehicle Fleet Management (Transport),Fleet Tracing and Monitoring,892,3215
Enterprise Domain,Billing,Asset Management,Vehicle Fleet Management (Transport),Fleet Security and Efficiency Management,893,3216
Enterprise Domain,Billing,Asset Management,Vehicle Fleet Management (Transport),Fleet Logistic Optimization,894,3217
Enterprise Domain,"Assurance,Billing,Fulfillment,Strategy Management","Human Resource Administration, Compensation and Benefits Management",Employee Repository Management,Unique Employee Number Registration,895,3218
Enterprise Domain,"Assurance,Billing,Fulfillment,Strategy Management","Human Resource Administration, Compensation and Benefits Management",Employee Repository Management,Identification Card Management,896,3219
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Security Management,Lawful Interception,Lawful Interception,905,3228
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Risk Management,Patent and Invention Management,"Patent, Invention & Trademark Management",907,3230
Enterprise Domain,"Assurance,Billing,Fulfillment,Strategy Management","Human Resource Administration, Compensation and Benefits Management",Social Relationships Piloting,Enterprise Collaboration Support,908,3231
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Regulatory Rules Management,Regulatory Rules Repository Management,Regulatory & Compliance Monitoring,941,3263
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Regulatory Rules Management,Regulatory Rules Repository Management,Regulatory & Compliance Documentation,942,3264
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Regulatory Rules Management,Regulatory Rules Repository Management,Regulatory & Compliance Reporting,943,3265
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Regulatory Rules Management,Legal Support,Legal Assistance Support,944,3266
Enterprise Domain,"Assurance,Billing,Fulfillment,Strategy Management","Human Resource Administration, Compensation and Benefits Management",Employee Relationship Management,Administrative Advertising,946,3268
Enterprise Domain,Billing,Human Resource Expense Management,Travel Expense Management,Online Travel Booking,950,3272
Enterprise Domain,Billing,Asset Management,Intellectual Property Management,Intellectual Asset Management,997,3336
Enterprise Domain,Billing,Asset Management,Intellectual Property Management,Intellectual Asset Usage Tracking,998,3338
Enterprise Domain,Billing,Asset Management,Intellectual Property Management,Intellectual Asset Sharing Policies Management,999,3339
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Information Management,Enterprise Knowledge Management,Enterprise Processes Information Management,1000,3340
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Information Management,Enterprise Knowledge Management,Collaboration Information Updating,1001,3341
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Information Management,Enterprise Knowledge Management,Collaboration Tools Management,1002,3342
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Information Management,Enterprise Knowledge Management,Knowledge Lifecycle Management,1003,3343
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Information Management,Enterprise Knowledge Management,Knowledge Sharing Policy Processing,1004,3344
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Information Management,Enterprise Knowledge Management,Knowledge Sharing,1005,3345
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Information Management,Enterprise Knowledge Management,Knowledge Tailoring,1006,3346
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Information Management,Enterprise Knowledge Management,Knowledge Identification,1007,3347
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Information Management,Enterprise Knowledge Management,Knowledge Labeling,1008,3348
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Enterprise Information Management,Enterprise Knowledge Management,Acquired Knowledge Storage,1009,3349
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Human Resource Social Management,Social Protection Management,Employee Benefits Administration,1057,3398
Enterprise Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Human Resource Social Management,Social Protection Management,Employee Benefits Management Reporting,1058,3399
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Appointment Management,Workforce Agenda Booking,1184,4079
Enterprise Domain,Operations Readiness & Support,Workforce Operational Management,Workforce Appointment Management,Workforce Availability Check,1183,4080
Shared Domain,"Assurance,Fulfillment,Billing,Strategy Management,Business Value Development,Operations Readiness & Support",Party Management,Party Repository Management,Individual Information Management,1234,2033
Shared Domain,"Assurance,Fulfillment,Billing,Strategy Management,Business Value Development,Operations Readiness & Support",Party Management,Party Repository Management,Organization Information Management,1235,2034
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Identification and Permission Management,Identification and Authentication,Identity Verification,1240,2038
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Identification and Permission Management,Digital Identity Management,Credentials Establishment,1247,2045
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Identification and Permission Management,Digital Identity Management,Credentials Query,1248,2046
Shared Domain,Operations Readiness & Support,Systems and Applications Management,Systems Administration,User Provisioning,1301,2094
Shared Domain,Operations Readiness & Support,Systems and Applications Management,Systems Administration,User Auditing,1303,2095
Shared Domain,Operations Readiness & Support,Systems and Applications Management,Systems Administration,Systems Monitoring,1304,2096
Shared Domain,Operations Readiness & Support,Systems and Applications Management,Systems Administration,Applications Administration,1305,2097
Shared Domain,Operations Readiness & Support,Systems and Applications Management,Systems Infrastructure Management,Software License Management,1306,2098
Shared Domain,Operations Readiness & Support,Systems and Applications Management,Systems and Applications Support,Helpdesk Support,1307,2099
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Content Delivery Management,Content Presentation,1322,2113
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Analytics Information Support,Reference and Metadata Management,1323,2114
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Analytics Information Support,Data Aggregation and Normalization,1327,2118
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Business Intelligence,BI Data Modeling,1328,2119
Shared Domain,Assurance,Anomaly Management,Anomaly Detection,Anomaly Pattern Collection,1352,2142
Shared Domain,Assurance,Anomaly Management,Anomaly Detection,Anomaly Normal Description Capture,1353,2143
Shared Domain,Assurance,Anomaly Management,Anomaly Detection,Anomaly Pattern Correlation,1354,2144
Shared Domain,Assurance,Anomaly Management,Anomaly Detection,Anomaly Learning,1355,2145
Shared Domain,Assurance,Anomaly Management,Anomaly Detection,Anomaly Alerting,1356,2146
Shared Domain,Assurance,Anomaly Management,Anomaly Detection,Anomaly Reporting,1357,2147
Shared Domain,Assurance,Anomaly Management,Anomaly Detection,Anomaly Pattern Analysis,1358,2148
Shared Domain,Assurance,Anomaly Management,Anomaly Detection,Univariate Anomaly Detection,1359,2149
Shared Domain,Assurance,Anomaly Management,Anomaly Detection,Multi Variate Anomaly Detection,1360,2150
Shared Domain,Assurance,Anomaly Management,Anomaly Detection,Anomaly Model Selection,1361,2151
Shared Domain,Assurance,Anomaly Management,Anomaly Detection,Realtime Anomaly Inferencing,1362,2152
Shared Domain,Assurance,Anomaly Management,Anomaly Detection,Anomaly Batch Inferencing,1363,2153
Shared Domain,Assurance,Anomaly Management,Anomaly Detection,Anomaly Pattern Matching,1364,2154
Shared Domain,Assurance,Anomaly Management,Anomaly Prediction,Prediction Data Collection,1365,2155
Shared Domain,Assurance,Anomaly Management,Anomaly Prediction,Anomaly Prediction Description Capture,1366,2156
Shared Domain,Assurance,Anomaly Management,Anomaly Prediction,Anomaly Prediction Data Preprocessing,1367,2157
Shared Domain,Assurance,Anomaly Management,Anomaly Prediction,Anomaly Prediction Model Training,1368,2158
Shared Domain,Assurance,Anomaly Management,Anomaly Prediction,Anomaly Prediction,1369,2159
Shared Domain,Assurance,Anomaly Management,Anomaly Prediction,Anomaly Prediction Result Interpreter,1370,2160
Shared Domain,Assurance,Anomaly Management,Anomaly Prediction,Anomaly Prediction Alerting,1371,2161
Shared Domain,Assurance,Anomaly Management,Anomaly Prediction,Anomaly Prediction Model Updater,1372,2162
Shared Domain,Assurance,Anomaly Management,Anomaly Prediction,Anomaly Prediction Reporting,1373,2163
Shared Domain,Assurance,Anomaly Management,Anomaly Prediction,Anomaly Prediction Reporting Visualization,1374,2164
Shared Domain,Assurance,Anomaly Management,Anomaly Mitigation,Anomaly Cause Indication,1375,2165
Shared Domain,Assurance,Anomaly Management,Anomaly Mitigation,Anomaly Mitigation Pattern Correlation,1376,2166
Shared Domain,Assurance,Anomaly Management,Anomaly Mitigation,Anomaly Mitigation Planner,1377,2167
Shared Domain,Assurance,Anomaly Management,Anomaly Mitigation,Anomaly Mitigation Learning,1378,2168
Shared Domain,Assurance,Anomaly Management,Anomaly Mitigation,Anomaly Mitigation Reporter,1379,2169
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Pattern Detection,Pattern Context Monitoring,1380,2170
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Pattern Detection,Pattern Detection Context Capture,1381,2171
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Pattern Detection,Pattern Descriptor,1382,2172
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Pattern Detection,Pattern Discovery,1383,2173
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Pattern Detection,Pattern Change History,1384,2174
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Pattern Detection,Pattern Change Monitoring,1385,2175
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Pattern Detection,Pattern Event Monitoring,1386,2176
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Pattern Detection,Pattern Learning Management,1387,2177
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Communications,Natural Language Processor,AI Language Model Provider,1388,2178
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Communications,Natural Language Processor,Natural Language Interpreter,1389,2179
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Communications,Natural Language Processor,Natural Language Tokenizer,1390,2180
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Communications,Natural Language Processor,Natural Language Speech Recognition,1391,2181
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Communications,Natural Language Processor,Natural Language Prompt Manager,1392,2182
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Communications,Natural Language Processor,Natural Language Response Manager,1393,2183
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Communications,Natural Language Processor,Natural Language Tagger,1394,2184
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Communications,Natural Language Processor,Natural Language Named Entity Recognition,1395,2185
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Communications,Natural Language Processor,Text Classification,1396,2186
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Communications,Natural Language Processor,Information Extractor,1397,2187
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Repository Entity Relations Configuration,3,2225
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Repository Entity Grouping Configuration,4,2226
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Repository Entity Data Model Configuration,6,2228
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Repository Entity Hierarchy Management,11,2233
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Repository Entity Revision Control,13,2235
Shared Domain,Fulfillment,Fallout Management,Fallout Correction Management,Fallout Automated Correction,16,2238
Shared Domain,Fulfillment,Fallout Management,Fallout Correction Management,Fallout Correction Information Collection,17,2239
Shared Domain,Fulfillment,Fallout Management,Fallout Repository Management,Fallout Management to Fulfillment Application Accessing,18,2240
Shared Domain,Fulfillment,Fallout Management,Fallout Correction Management,Fallout Manual Correction Queuing,19,2241
Shared Domain,Fulfillment,Fallout Management,Fallout Repository Management,Fallout Notification,20,2242
Shared Domain,Fulfillment,Fallout Management,Fallout Correction Management,Fallout Orchestration,21,2243
Shared Domain,Fulfillment,Fallout Management,Fallout Repository Management,Fallout Reporting,22,2244
Shared Domain,Fulfillment,Fallout Management,Fallout Repository Management,Fallout Dashboard System Log-in Accessing,23,2245
Shared Domain,Fulfillment,Fallout Management,Fallout Correction Management,Pre-populated Fallout Information Presentation,24,2246
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Identification and Permission Management,Digital Identity Management,Anonymous User Account Creation,260,2481
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Document Management,Archive Administration,305,2526
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Document Management,Archiving Data Storage,306,2527
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Document Management,Archived Data Retrieval,307,2528
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Document Management,Transactional Document Delivering,308,2529
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Document Management,Bills and Letter Template Creation,330,2551
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Document Management,Transactional Document Rules for Input to Template Binding Configuration,331,2552
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Document Management,Transactional Document Input Data Sourcing Configuration,332,2553
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Document Management,Transactional Document Template Resource Configuration,333,2554
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Document Management,Transactional Document Template Usage Business Rules Configuration,334,2555
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Document Management,Transactional Document Multiple Account Aggregation,335,2556
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Document Management,Transactional Document Regional Requirements Appliance,336,2557
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Document Management,Transactional Document Information Formatting,337,2558
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Document Management,Transactional Document Legend Generation,338,2559
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Document Management,Transactional Document Marketing Information Incorporation,339,2560
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Document Management,Transactional Document Data Sending,340,2561
Shared Domain,Business Value Development,Privacy Development,Privacy Definition  Management,Privacy Profile Type Creation,664,2883
Shared Domain,Business Value Development,Privacy Development,Privacy Definition  Management,Privacy Profile Rules Configuration,665,2884
Shared Domain,Operations Readiness & Support,Privacy Management,Privacy Repository Management,Privacy Data Browsing Access,666,2885
Shared Domain,Operations Readiness & Support,Privacy Management,Privacy Repository Management,Privacy Data Updating Access,667,2886
Shared Domain,Operations Readiness & Support,Privacy Management,Privacy Repository Management,Privacy Consent Agreement Obtaining,668,2887
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Business Intelligence,Business Intelligence Guided Searching,690,2888
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Business Intelligence,Business Intelligence Interactive Analyzing,691,2889
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Business Intelligence,Business Operational Trend Analyzing,693,2891
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Business Intelligence,Business Operational Statistics Analyzing,694,2892
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Business Intelligence,Business Intelligence User Integration,696,2894
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Business Intelligence,Business Intelligence Offline Document Delivering,697,2895
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Business Intelligence,Business Metrics/KPIs Rules Evaluation,700,2898
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Business Intelligence,Business Operational Follow-up Planning,701,2899
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Business Intelligence,Business Operational Strategy Management Planning,703,2901
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Business Intelligence,Business Operational Analytics Result Presentation,704,2902
Shared Domain,"Operations Readiness & Support,Business Value Development,Strategy Management,Capability Management,Billing,Fulfillment,Assurance",Data Analytics,Business Intelligence,Business Intelligence Analysis Result Notification,705,2903
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Records Management,Content Management Data Versioning,709,2907
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Records Management,Content Management Archiving,710,2908
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Records Management,eLearning Interactive Lecturing,711,2909
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Records Management,eLearning Course Administration,712,2910
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Records Management,Content Management Data Composing,713,2911
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management,Shared Domain,Business Value Development",Content Management,Records Management,Content Management Meta-Data Support,714,2912
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Identification and Permission Management,Permission Control,Building Access Control,897,3220
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Identification and Permission Management,Roles & Permission Definition,Application Security Management,898,3221
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Identification and Permission Management,Identification and Authentication,Single Sign-On Access Control,899,3222
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Identification and Permission Management,Permission Control,Authorization Control,900,3223
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Identification and Permission Management,Identification and Authentication,PKI and Digital Certificates Systems Integration,906,3229
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Structure Definition,Data Architecture Management,909,3232
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Structure Definition,Data Procedures and Practices Management,910,3233
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Data Management Data Storage,911,3234
Shared Domain,"Assurance,Billing,Fulfillment,Operations Readiness & Support,Strategy Management",Master Data Management,Data Repository Management,Management Data Retrieval,914,3237
